restaurant_id,online_order,book_table
31423,Yes,No
22970,Yes,No
44622,No,No
22930,No,No
51252,No,No
16753,Yes,No
10035,No,No
20811,No,No
42136,Yes,No
16640,Yes,Yes
20536,No,Yes
47402,No,No
25156,No,No
43917,Yes,Yes
48468,No,No
46083,No,Yes
27207,Yes,No
3313,Yes,No
20395,Yes,No
13431,Yes,No
20213,Yes,No
10785,No,No
18560,Yes,No
39680,Yes,No
37410,No,No
10814,No,No
5271,Yes,No
45420,No,No
20206,Yes,No
4372,No,No
31595,No,No
16433,Yes,Yes
13728,No,No
34040,Yes,Yes
15036,Yes,No
22602,No,No
2172,Yes,No
5447,Yes,No
1614,No,No
44804,Yes,No
38145,Yes,No
37328,Yes,No
6611,No,No
37629,Yes,Yes
60,No,No
422,Yes,No
40573,Yes,No
29848,Yes,No
29697,Yes,No
9487,Yes,No
22485,Yes,No
3074,Yes,No
3654,No,No
36250,No,No
3178,Yes,No
13646,Yes,No
10610,Yes,No
22555,Yes,No
27525,Yes,Yes
1300,Yes,No
15256,No,No
36361,No,No
21129,No,Yes
28526,No,Yes
11728,Yes,No
22138,Yes,No
21324,Yes,Yes
48096,No,No
10668,Yes,No
3214,Yes,No
5256,Yes,No
45000,Yes,No
44927,Yes,No
3840,Yes,No
48888,No,No
8308,Yes,No
14296,No,No
33386,No,No
43613,Yes,No
17913,Yes,No
11048,Yes,No
44206,Yes,No
29114,No,No
18798,Yes,No
18509,Yes,No
35895,Yes,No
1199,Yes,No
23816,Yes,No
3574,No,No
39203,No,No
31797,No,No
39748,Yes,No
49263,Yes,No
32652,No,No
17710,Yes,No
28864,No,No
11107,Yes,No
45505,No,No
10344,Yes,No
27980,No,No
29641,Yes,No
42014,Yes,No
39144,No,Yes
4303,No,No
17962,No,Yes
13139,No,No
28865,No,No
5804,Yes,No
32179,Yes,No
36666,No,No
12861,No,No
24531,No,No
46334,No,No
7348,No,No
3809,Yes,No
42983,No,No
45078,Yes,No
45086,Yes,Yes
4974,Yes,Yes
26797,Yes,No
28567,Yes,No
48457,Yes,No
47655,Yes,No
10533,No,No
1016,Yes,No
50590,Yes,No
17762,Yes,No
31996,Yes,No
21889,Yes,No
47140,Yes,No
34826,No,No
24551,Yes,No
40338,No,Yes
23166,No,Yes
27854,No,No
20900,No,No
4128,Yes,No
2717,Yes,No
34978,Yes,No
33500,No,No
36938,Yes,No
23121,No,No
51202,No,No
21243,Yes,No
18277,No,No
16866,Yes,No
27155,Yes,No
41147,Yes,No
30264,Yes,No
31247,Yes,Yes
38787,No,No
7802,Yes,No
48712,No,No
43123,No,No
272,Yes,No
49110,Yes,No
31193,Yes,No
42480,Yes,No
1413,Yes,No
16487,Yes,No
9913,Yes,No
40300,No,No
29774,Yes,No
47573,No,No
190,Yes,No
48969,Yes,No
43569,No,No
43281,No,Yes
19326,No,No
42230,Yes,No
27953,No,No
31084,No,No
4965,Yes,Yes
44232,No,No
40016,Yes,No
38068,Yes,No
44428,Yes,No
18454,No,No
27185,Yes,No
31956,Yes,No
43527,Yes,No
25659,Yes,No
5286,Yes,No
50413,Yes,No
5451,Yes,No
1053,Yes,No
21597,Yes,No
48983,Yes,No
46936,No,No
18914,Yes,No
7722,No,No
1709,No,No
17737,Yes,No
19564,Yes,No
51403,Yes,Yes
200,Yes,No
49019,Yes,No
46431,Yes,No
2317,No,No
38967,Yes,No
25989,Yes,Yes
15553,No,No
25333,No,No
26272,No,No
15116,No,No
8015,No,No
47256,No,No
45480,No,No
43742,No,No
13657,Yes,No
33372,No,No
48135,No,No
31364,Yes,No
17761,Yes,No
48262,No,No
42674,Yes,Yes
32683,Yes,No
10792,No,No
13559,Yes,No
24256,Yes,No
13599,Yes,No
39565,Yes,Yes
6953,Yes,No
31484,Yes,No
30950,Yes,No
34588,No,No
26375,No,No
39325,Yes,Yes
3647,No,No
5221,Yes,No
36971,Yes,No
46158,No,No
32393,Yes,No
39438,No,No
24717,Yes,No
30536,No,No
803,Yes,No
29825,Yes,No
28076,Yes,No
5671,No,No
16458,Yes,No
32450,Yes,No
10436,Yes,No
46989,Yes,No
47045,No,No
24813,No,No
24593,No,No
23943,Yes,No
13721,No,Yes
17860,Yes,No
50393,Yes,No
33421,No,No
17311,Yes,No
43697,No,No
35570,Yes,No
42113,No,No
30775,No,No
49799,No,No
17056,Yes,No
35338,Yes,No
14405,Yes,No
46931,No,No
6906,Yes,No
27252,Yes,No
19522,Yes,No
12989,No,No
6870,Yes,No
19670,Yes,No
15219,No,No
24005,Yes,No
25957,No,No
31719,No,No
42730,Yes,Yes
21792,No,No
51615,Yes,No
2402,Yes,No
1693,Yes,No
19013,Yes,No
50942,Yes,No
16703,Yes,No
12463,No,No
17005,No,No
40694,Yes,No
42642,Yes,Yes
2994,Yes,No
23814,Yes,No
30280,No,No
13980,No,No
43325,Yes,Yes
38682,Yes,Yes
36807,Yes,No
48012,No,No
40276,No,Yes
4894,No,No
46706,No,No
51469,Yes,No
43139,No,No
22497,No,No
13966,Yes,No
2540,No,No
34389,No,No
30349,Yes,No
42664,Yes,No
9764,Yes,No
7622,Yes,No
27008,Yes,No
19332,No,Yes
11905,Yes,No
44524,Yes,No
13391,Yes,No
18255,No,No
51416,Yes,No
24532,No,No
48899,Yes,No
24812,No,No
16653,Yes,No
49424,No,No
49900,Yes,No
47134,No,No
24928,No,No
16577,Yes,No
2020,No,No
26935,Yes,No
5161,Yes,Yes
46236,Yes,Yes
10332,No,No
14238,No,No
37605,Yes,No
3162,Yes,No
45057,Yes,No
35009,Yes,No
49507,No,No
37829,Yes,No
21471,Yes,No
27981,No,No
41965,Yes,No
27420,Yes,No
826,No,No
30668,No,No
40156,No,No
25374,Yes,No
41963,No,No
20890,Yes,No
423,Yes,No
27285,No,No
12426,No,No
49506,No,No
49553,Yes,No
36090,No,No
50324,Yes,No
35606,Yes,No
32305,Yes,No
7514,Yes,No
46805,Yes,No
2070,Yes,No
1855,No,No
25500,No,No
6387,Yes,No
42430,Yes,No
5803,Yes,No
5741,No,No
3123,No,No
9666,No,No
7596,Yes,No
25415,Yes,No
31804,Yes,No
3863,Yes,No
37641,No,Yes
13364,No,Yes
9472,Yes,No
5087,No,No
46182,Yes,No
33186,No,No
36988,No,No
14752,Yes,No
24885,No,No
49010,Yes,Yes
48625,No,No
5304,Yes,No
658,No,No
17043,No,No
10289,No,No
4845,Yes,No
47084,No,No
40277,No,No
11996,No,No
25246,Yes,No
267,Yes,No
491,No,No
26066,No,No
6253,Yes,No
29832,Yes,No
30666,No,No
50852,No,No
22980,Yes,No
25688,No,No
46505,No,No
13150,No,No
21896,Yes,No
48786,No,Yes
20012,Yes,No
33549,No,No
34843,Yes,No
33249,No,No
13334,No,No
38687,Yes,No
7447,Yes,No
16313,Yes,No
7319,No,No
38329,No,No
16686,Yes,No
46602,No,No
29247,No,Yes
15790,Yes,Yes
764,Yes,No
22601,No,No
37062,No,No
19812,Yes,No
29862,Yes,No
1204,Yes,Yes
30755,No,No
16972,Yes,Yes
9375,Yes,No
1821,Yes,No
50296,Yes,No
39282,No,No
7832,No,No
32831,Yes,No
45893,Yes,No
41247,Yes,No
10513,Yes,No
19412,No,Yes
28305,Yes,No
35536,Yes,No
25411,Yes,No
47884,No,No
16145,No,No
20035,Yes,No
17906,Yes,No
7110,Yes,No
41023,Yes,No
49895,Yes,No
2801,Yes,No
3896,Yes,No
38412,No,No
48439,Yes,No
42046,No,No
45977,No,No
28858,No,No
44076,Yes,No
6666,Yes,No
47327,Yes,No
2308,No,No
18040,Yes,No
22379,Yes,No
42506,Yes,No
28861,No,No
7473,Yes,No
1389,Yes,No
28424,Yes,Yes
13288,No,No
46140,Yes,No
45891,No,No
43099,Yes,No
11329,No,No
2109,No,No
5102,No,No
50114,No,No
2656,Yes,No
28165,Yes,No
44569,No,No
1850,Yes,No
29174,No,No
23602,Yes,No
5847,No,No
39761,Yes,No
22199,Yes,No
30266,Yes,No
36969,Yes,No
27181,Yes,No
20225,Yes,No
26426,No,No
13624,Yes,No
1851,No,No
32006,No,Yes
35468,Yes,No
20094,Yes,No
32058,Yes,Yes
21952,Yes,No
1566,No,No
35043,Yes,No
45328,No,No
19400,Yes,Yes
10770,No,No
3399,Yes,No
35659,Yes,No
30380,Yes,No
15023,Yes,No
7607,Yes,Yes
6495,No,No
41354,Yes,No
6522,No,No
46869,No,No
10256,No,No
4834,Yes,No
21167,Yes,No
3030,No,No
7126,Yes,No
18342,No,No
2693,Yes,No
39579,Yes,No
43978,Yes,No
39131,Yes,Yes
38580,Yes,Yes
43152,No,No
32532,Yes,No
47900,No,No
24286,Yes,No
19620,Yes,No
24943,No,No
3304,No,No
31550,Yes,No
24995,Yes,No
21934,Yes,No
7375,Yes,No
29909,Yes,No
17075,Yes,No
21856,Yes,No
23275,No,No
10965,Yes,No
20741,No,No
27338,Yes,Yes
3081,No,Yes
26285,Yes,No
43503,No,No
44381,No,No
3362,Yes,No
23951,Yes,No
44155,No,No
4447,Yes,No
629,Yes,No
46941,No,No
35581,Yes,No
20590,Yes,No
31681,Yes,No
47417,Yes,No
4007,Yes,No
25827,No,No
12202,Yes,No
35013,Yes,No
20361,Yes,No
17535,Yes,Yes
22820,Yes,No
10031,No,No
12690,No,No
375,Yes,Yes
32385,Yes,No
6001,Yes,No
45760,Yes,No
13300,Yes,Yes
16928,No,No
6729,No,No
12744,Yes,No
11750,Yes,No
23191,Yes,Yes
27806,No,No
33947,No,Yes
42419,Yes,No
14486,No,No
13629,Yes,No
28310,No,Yes
49420,No,No
25471,Yes,No
9592,Yes,No
8378,No,No
38988,No,No
24950,No,No
3642,Yes,No
35744,Yes,No
19887,Yes,No
36504,No,No
44685,No,No
25443,Yes,No
1525,Yes,No
6119,Yes,Yes
18103,Yes,No
7290,No,No
24037,Yes,No
20719,No,No
49807,No,No
30693,No,No
46545,Yes,No
42746,No,No
39052,No,No
14503,No,No
32626,Yes,No
10923,Yes,Yes
46953,No,No
40327,No,No
47955,No,No
43360,Yes,No
27471,Yes,No
11796,Yes,No
38507,No,No
17248,No,No
3095,No,No
17686,Yes,No
2023,No,No
1420,No,No
39638,Yes,No
21616,No,No
25757,No,No
31363,Yes,No
47489,No,No
17457,No,No
31817,No,No
429,Yes,No
11120,No,No
6386,Yes,No
44243,No,No
49727,Yes,No
20983,Yes,No
2480,Yes,Yes
18166,Yes,No
20822,Yes,No
39627,Yes,No
42373,Yes,No
11095,Yes,No
29086,No,No
39188,Yes,No
25695,No,No
19432,No,No
13876,No,No
50523,Yes,No
47188,No,No
6127,Yes,Yes
19772,Yes,No
29858,Yes,Yes
7778,Yes,No
31217,No,No
40930,Yes,No
11679,Yes,No
23776,Yes,No
28643,No,No
7545,Yes,No
37693,Yes,Yes
48845,Yes,No
38931,No,No
2778,Yes,No
18974,Yes,No
30594,No,No
10741,No,No
22467,Yes,No
42583,Yes,No
32104,No,No
2031,No,No
6570,Yes,No
4402,No,No
24982,Yes,No
9401,Yes,No
40003,No,No
20667,No,No
34126,No,No
3437,No,No
32118,No,Yes
47366,Yes,No
18971,No,No
10373,No,No
50132,Yes,No
35314,Yes,No
41046,No,No
9188,Yes,No
38638,No,Yes
38416,Yes,No
21761,Yes,Yes
4971,Yes,Yes
24065,Yes,No
30257,Yes,No
27091,Yes,No
43521,No,No
31264,Yes,Yes
40130,No,No
18648,No,Yes
9411,Yes,No
16308,Yes,No
22881,No,No
50049,Yes,No
31026,Yes,No
45253,No,Yes
317,Yes,No
3964,Yes,Yes
47171,No,No
8441,Yes,No
36595,Yes,No
17234,Yes,No
36689,No,Yes
18813,No,No
7791,Yes,No
25149,No,Yes
28453,Yes,No
5841,Yes,Yes
27078,Yes,No
35598,Yes,No
47928,Yes,No
34487,Yes,No
11079,Yes,No
22025,Yes,No
38716,No,No
13074,No,Yes
35976,Yes,No
14235,No,No
41847,No,No
46552,Yes,No
1552,No,No
18532,No,No
36358,Yes,No
514,No,No
26228,Yes,No
16442,Yes,No
26709,Yes,No
30092,Yes,No
48219,No,Yes
31855,Yes,Yes
39959,No,No
4746,Yes,No
50188,Yes,No
25189,Yes,No
8041,No,No
1858,Yes,No
31059,No,Yes
43175,Yes,Yes
22479,No,No
29636,Yes,No
16670,Yes,No
45023,Yes,No
25731,No,No
5341,Yes,No
22147,Yes,No
30936,Yes,No
33652,No,No
48869,No,No
431,Yes,No
48939,Yes,No
48407,No,No
29734,Yes,No
6068,No,Yes
43446,No,No
49443,Yes,No
37084,No,No
28189,Yes,No
38626,No,Yes
45159,Yes,No
5673,No,No
41274,Yes,Yes
40538,No,No
36746,Yes,No
17433,No,No
21046,Yes,No
19936,Yes,No
9884,Yes,No
6829,Yes,No
25555,No,No
452,Yes,No
13281,Yes,Yes
50317,Yes,No
22516,Yes,No
22504,Yes,No
44916,Yes,No
17976,Yes,No
25066,No,No
22971,No,No
44313,No,No
2292,Yes,Yes
3639,No,No
20778,No,No
20422,No,No
16923,Yes,No
46292,Yes,No
4172,Yes,No
37383,No,No
22454,Yes,No
5647,Yes,No
14289,Yes,No
17706,Yes,No
42106,No,No
40882,No,No
15214,No,No
8661,Yes,No
50543,No,No
49831,No,Yes
20119,Yes,No
43860,Yes,Yes
48053,No,No
25350,Yes,No
43191,No,Yes
34848,Yes,No
28245,Yes,No
13647,Yes,No
12234,Yes,No
51330,Yes,No
44738,No,No
1496,No,No
26959,Yes,No
46063,No,Yes
34467,Yes,No
44463,Yes,No
22399,Yes,No
4913,Yes,No
34213,Yes,No
13560,Yes,No
32813,Yes,No
36864,No,Yes
15176,No,No
3142,No,No
36309,No,No
2442,No,No
36901,No,No
50416,Yes,No
13456,Yes,No
24720,Yes,Yes
9031,Yes,No
21655,No,No
43470,No,No
27031,Yes,No
21145,No,No
46034,No,No
43445,Yes,No
24936,Yes,No
48140,No,No
9215,No,No
42902,No,No
19153,Yes,No
34658,No,No
1371,Yes,No
11139,No,No
41766,Yes,No
9920,Yes,No
20239,Yes,No
7244,No,No
2681,Yes,No
48021,No,No
24522,No,No
34951,Yes,No
31421,No,No
37249,No,No
21745,Yes,No
12460,Yes,No
47226,No,No
21297,Yes,No
10259,Yes,No
13925,No,No
51679,No,No
39921,No,No
11517,Yes,Yes
45767,Yes,No
20835,Yes,No
37532,Yes,No
19783,Yes,No
17353,Yes,No
27921,No,No
38491,No,No
9547,No,No
27891,No,No
48178,Yes,No
17928,Yes,Yes
14670,Yes,No
4010,Yes,No
43500,No,No
28199,Yes,No
46237,Yes,No
47439,Yes,No
27504,Yes,No
42941,No,No
36993,Yes,No
10968,Yes,Yes
49413,No,No
13037,No,No
27153,Yes,No
22076,Yes,No
27316,Yes,Yes
13148,No,No
35292,Yes,No
49550,Yes,No
11970,No,No
32043,No,No
2664,Yes,No
30155,Yes,No
29688,Yes,No
39663,Yes,No
26588,Yes,No
34701,No,Yes
26751,Yes,No
44010,Yes,No
6795,Yes,No
51498,No,No
18232,No,No
51055,No,No
45302,Yes,No
12006,No,No
15844,No,No
18413,No,No
26931,Yes,No
6244,Yes,No
7977,No,No
43466,No,No
14646,No,Yes
7199,No,No
23940,Yes,No
10420,Yes,No
18186,No,No
51174,No,No
27666,No,No
24580,No,No
26429,No,No
36400,No,No
48539,Yes,No
22456,No,No
36306,No,No
4880,No,No
44763,Yes,No
34154,No,No
23874,Yes,No
9810,Yes,No
12585,Yes,Yes
6489,No,No
43338,No,No
40095,Yes,Yes
49021,Yes,No
36757,No,Yes
32739,Yes,No
15854,Yes,No
27968,No,No
4581,Yes,No
8975,Yes,Yes
40537,No,No
978,Yes,No
6166,Yes,Yes
29276,Yes,Yes
4018,Yes,No
22875,No,No
24405,No,No
4194,Yes,No
29743,Yes,No
19416,No,Yes
25308,Yes,No
28367,Yes,No
11455,Yes,Yes
18178,Yes,No
17081,Yes,No
35865,No,No
40663,Yes,No
51318,No,No
34601,Yes,No
44589,No,No
11246,Yes,No
44828,Yes,No
19914,Yes,No
7123,Yes,No
47934,No,No
28206,No,No
39481,Yes,No
36283,No,No
30771,No,No
50751,No,No
12054,No,No
27902,No,No
16175,No,No
30703,No,No
48911,Yes,No
4673,Yes,No
9854,No,No
28083,No,No
41193,Yes,No
36185,No,No
42032,No,No
34078,Yes,No
17809,Yes,No
32193,No,No
45151,Yes,No
40084,No,No
40164,Yes,No
10692,No,No
8072,No,No
15466,No,No
7314,No,No
35318,Yes,No
29791,Yes,No
4817,Yes,Yes
42495,Yes,Yes
11429,No,No
46726,No,No
22249,Yes,No
29890,Yes,No
31541,Yes,No
3112,No,No
2871,Yes,No
48979,Yes,No
32496,Yes,No
16785,Yes,No
46649,No,No
14637,No,No
10413,Yes,No
16497,Yes,No
2100,No,No
10899,No,Yes
16843,No,No
27883,No,No
37378,No,No
4413,No,No
34225,Yes,No
43829,No,Yes
1514,Yes,No
5235,Yes,No
49810,Yes,No
24690,Yes,No
46598,No,No
13901,No,No
24565,Yes,No
10320,No,No
27382,Yes,No
37395,No,No
42440,Yes,No
9660,No,No
8382,Yes,No
48230,No,Yes
14484,No,No
17946,Yes,No
4620,Yes,No
46743,Yes,Yes
34593,No,No
20891,No,No
41872,No,No
22946,No,No
11466,No,Yes
15800,No,Yes
5491,Yes,Yes
20687,No,No
2380,No,No
41210,No,No
24141,Yes,No
34535,No,No
13032,Yes,No
31468,Yes,No
16277,Yes,No
40945,Yes,No
12758,No,No
2421,No,No
34574,No,No
39587,Yes,No
28299,No,No
34689,No,Yes
38209,No,No
27602,Yes,No
43283,No,Yes
45303,Yes,No
2618,Yes,No
819,No,No
20191,Yes,Yes
24608,No,No
17929,Yes,No
16380,Yes,No
49439,Yes,No
15566,No,No
38307,No,No
24755,No,No
14492,No,No
42434,Yes,Yes
45732,No,No
40622,Yes,No
47137,No,No
37703,No,No
36095,Yes,No
29974,Yes,No
26705,Yes,No
7331,Yes,No
17414,Yes,No
5706,No,No
27571,Yes,No
46707,No,No
15624,Yes,Yes
1305,Yes,No
49251,No,No
31532,No,No
39040,No,No
45464,No,No
22466,Yes,No
35679,Yes,No
1108,Yes,No
20521,Yes,No
27266,Yes,No
25217,Yes,No
3286,No,No
50696,Yes,No
19186,Yes,No
46531,No,No
48281,No,No
46933,No,No
43189,No,No
42980,No,No
48526,No,No
42963,No,No
16117,No,No
12682,Yes,No
39630,Yes,No
18074,Yes,No
36982,Yes,No
6820,Yes,No
23542,No,No
34052,Yes,Yes
38556,Yes,No
23277,No,No
48761,No,Yes
15798,No,Yes
40871,No,No
6809,No,No
17045,No,No
40798,No,No
28535,No,No
12728,No,No
5790,Yes,No
38215,No,No
45199,Yes,No
15571,No,No
32266,Yes,No
3111,No,No
29175,No,No
49359,No,No
49683,Yes,No
7421,Yes,No
23913,Yes,No
1980,No,No
10781,No,No
31619,No,No
38648,No,Yes
33829,No,No
43901,No,Yes
13478,Yes,No
23908,No,No
13632,Yes,No
47424,Yes,Yes
5956,No,Yes
18986,Yes,No
19170,Yes,No
32930,Yes,Yes
36375,Yes,No
2170,Yes,No
25912,Yes,No
39246,No,No
29751,Yes,No
3960,Yes,No
48615,No,No
18349,Yes,No
15791,No,No
18694,No,No
4115,Yes,No
44911,Yes,Yes
2854,Yes,No
12630,No,Yes
28636,No,No
44693,No,No
42469,Yes,Yes
6951,Yes,No
27791,No,Yes
48728,No,No
27872,No,No
51575,No,No
48020,Yes,No
16987,Yes,Yes
40032,Yes,No
14039,No,No
43555,Yes,No
10176,Yes,No
32594,Yes,Yes
21804,Yes,No
43528,No,No
23716,Yes,No
25249,Yes,No
21830,No,No
2846,Yes,No
42471,Yes,No
27335,Yes,Yes
21163,Yes,No
33376,Yes,No
3009,Yes,No
37552,No,Yes
8597,Yes,No
19518,Yes,No
43531,Yes,No
8879,Yes,No
48383,No,No
11545,Yes,Yes
14497,No,No
9331,Yes,No
13586,Yes,Yes
9343,Yes,No
5769,No,No
36622,No,No
33713,Yes,No
28107,Yes,No
34402,No,No
35935,No,No
42494,Yes,No
39570,Yes,No
42436,Yes,Yes
18576,No,No
38207,No,No
19233,Yes,No
8182,No,No
2409,Yes,No
18742,No,No
12116,Yes,Yes
10455,Yes,No
47769,No,No
22460,No,No
36598,No,No
1823,Yes,No
16877,Yes,No
49335,No,No
27624,Yes,No
23418,No,No
25234,Yes,No
31710,Yes,No
21965,Yes,No
46073,No,Yes
35474,Yes,No
43336,Yes,Yes
7676,Yes,No
14457,Yes,No
21375,Yes,No
15258,No,No
19528,Yes,No
17497,Yes,Yes
7755,No,No
25881,Yes,No
11296,Yes,No
12337,Yes,No
9044,Yes,No
6291,No,No
23324,Yes,No
20974,No,No
49768,No,No
36460,Yes,No
38703,No,Yes
15903,Yes,No
30559,No,No
29776,Yes,No
36272,No,No
45343,Yes,No
6206,No,No
26736,Yes,No
11308,No,No
39894,Yes,No
44454,Yes,No
40981,Yes,No
12522,No,No
8989,Yes,No
29543,Yes,No
22324,Yes,No
16563,Yes,Yes
50641,No,No
51280,No,No
37613,Yes,Yes
49561,Yes,No
7360,Yes,No
43433,No,No
33624,Yes,No
41283,Yes,No
3210,No,No
5075,Yes,No
31972,Yes,No
39826,No,No
42574,Yes,Yes
25114,No,No
50750,No,No
25526,Yes,No
14425,No,No
4080,Yes,No
47407,Yes,No
4396,Yes,No
35202,Yes,No
44097,Yes,No
41521,Yes,Yes
36806,Yes,No
29336,Yes,Yes
14911,Yes,No
28744,Yes,No
39552,Yes,No
3619,Yes,No
16509,Yes,No
5971,No,No
31510,No,No
36446,No,No
24391,Yes,No
48928,Yes,No
13136,No,No
10424,Yes,No
36394,No,No
43431,Yes,No
4776,No,No
16856,Yes,No
35339,Yes,No
16554,Yes,No
18501,No,No
31775,Yes,No
45571,Yes,No
11688,Yes,No
15009,No,No
23549,No,No
2216,Yes,No
33141,No,No
25741,No,No
8144,No,No
19,Yes,No
6752,No,No
37130,Yes,No
45859,Yes,No
1760,No,No
31354,Yes,No
29155,No,No
50478,Yes,No
10301,Yes,No
19092,No,No
39950,No,No
39407,No,Yes
18247,No,No
39675,Yes,No
27590,Yes,No
28159,Yes,Yes
9678,No,No
29188,No,No
26769,Yes,No
1630,No,No
37595,No,No
44761,Yes,Yes
11366,No,No
18863,Yes,No
30189,Yes,No
8601,Yes,No
30682,No,No
25425,Yes,Yes
33289,No,No
4484,Yes,No
14841,Yes,No
6857,Yes,No
49656,Yes,No
40617,Yes,No
19345,Yes,Yes
37534,Yes,No
12437,No,No
14855,Yes,No
36674,No,No
40788,No,No
3118,No,No
44426,No,Yes
25268,Yes,No
14992,Yes,No
43686,No,No
34810,Yes,No
42771,No,No
51713,No,No
36702,No,Yes
3473,Yes,No
37093,No,No
31984,No,Yes
40270,No,No
46029,No,No
41559,Yes,No
1134,Yes,No
28845,Yes,No
42823,Yes,No
37174,Yes,No
14541,Yes,No
40972,Yes,No
31646,No,No
30562,No,No
6175,Yes,No
35143,Yes,No
31650,Yes,No
51078,Yes,Yes
825,No,No
22144,Yes,No
38166,Yes,Yes
25920,No,No
43182,No,Yes
34348,No,No
33456,No,No
23646,No,No
5962,Yes,No
32254,Yes,No
2385,Yes,No
22061,Yes,No
24345,No,No
36908,No,No
37655,No,Yes
17432,No,No
28874,No,No
15908,Yes,No
34679,No,Yes
48938,Yes,No
0,Yes,Yes
50087,No,No
22892,No,No
46469,No,No
6347,No,No
22749,Yes,No
8011,No,No
878,No,No
10715,No,No
3412,Yes,No
6859,Yes,No
27722,Yes,No
48408,No,No
1111,Yes,No
244,No,No
35116,Yes,No
30201,No,No
32949,Yes,No
22090,Yes,Yes
44225,Yes,No
6205,No,No
34303,Yes,No
19558,Yes,No
22588,No,No
1533,No,No
26867,Yes,Yes
13175,No,No
30674,No,No
9754,Yes,No
42310,Yes,No
9955,Yes,No
51038,No,Yes
46272,Yes,No
13298,No,Yes
50880,No,No
21555,No,No
20486,Yes,Yes
34047,No,No
19939,Yes,No
42555,Yes,No
49883,No,No
17509,Yes,No
11929,No,No
24665,No,No
21929,Yes,No
9939,Yes,No
42887,No,No
33184,Yes,No
27035,Yes,No
2499,No,No
42017,Yes,No
49943,Yes,No
33691,Yes,No
11788,Yes,Yes
37926,Yes,No
28955,Yes,No
16152,No,No
51560,No,No
31678,Yes,No
386,Yes,No
1919,Yes,No
7450,Yes,No
48758,No,No
21391,Yes,No
29269,Yes,Yes
11802,Yes,No
28318,Yes,Yes
49968,No,No
24749,Yes,No
40745,Yes,No
8092,No,No
42207,Yes,Yes
29103,Yes,No
44563,Yes,No
18242,No,No
9949,Yes,No
30276,Yes,No
20282,Yes,No
6327,No,No
39878,No,No
30308,No,No
35805,Yes,No
50158,Yes,No
10262,Yes,Yes
22139,Yes,Yes
7586,Yes,No
32738,Yes,No
50426,Yes,No
17877,Yes,No
13460,Yes,No
33951,No,Yes
42247,No,No
2796,Yes,No
15288,No,No
47775,No,No
20837,Yes,No
33995,Yes,Yes
41303,No,No
27143,Yes,No
10593,No,No
13634,Yes,No
21681,No,No
43231,No,No
9741,Yes,No
23035,No,No
499,No,No
19095,Yes,No
25880,No,No
25214,Yes,No
20309,Yes,No
49465,No,No
42145,No,Yes
24912,Yes,No
32556,Yes,No
14429,No,No
34115,Yes,No
24969,No,No
43286,Yes,No
28279,No,No
18905,No,No
19103,No,No
33904,No,No
9969,Yes,No
43606,No,No
40453,Yes,No
35575,Yes,No
34321,No,No
29028,No,No
18404,No,No
30986,No,No
43048,Yes,Yes
13801,No,No
47331,No,No
49865,No,Yes
29577,Yes,No
22566,Yes,No
714,No,No
6281,No,No
9081,Yes,No
10484,Yes,No
13144,No,No
11910,Yes,No
8224,No,No
25888,Yes,Yes
44619,No,No
49648,Yes,No
41113,No,No
14212,No,No
38335,No,No
40052,Yes,No
22672,No,No
25451,Yes,No
34409,No,No
49814,No,No
28889,No,No
34010,Yes,Yes
13861,No,No
39045,No,No
27370,Yes,No
5734,No,No
18298,Yes,No
21744,No,Yes
32734,Yes,No
24615,No,No
31132,No,Yes
21047,Yes,Yes
33584,No,No
50795,No,No
23545,No,No
1270,Yes,No
37216,Yes,Yes
9850,No,No
41925,No,No
29,No,No
39873,No,No
13700,No,No
21090,Yes,No
11040,No,Yes
31937,No,No
46897,No,No
39007,Yes,No
24082,Yes,No
34538,No,No
19163,No,No
20788,No,No
35313,Yes,No
10565,Yes,No
44566,No,No
25006,Yes,No
29118,No,No
918,No,No
10600,No,No
30218,No,No
1727,No,No
41191,Yes,No
45567,Yes,No
24493,No,No
15793,No,Yes
25867,Yes,No
23665,Yes,No
49376,No,No
8246,No,Yes
18534,Yes,No
25656,Yes,No
18409,No,No
13913,No,No
25444,Yes,No
45196,No,No
11198,No,Yes
15008,Yes,No
29185,Yes,No
45926,Yes,No
5224,Yes,No
9880,Yes,No
42446,Yes,No
3493,Yes,No
43296,No,No
37302,No,No
51519,No,No
6661,No,Yes
45351,Yes,Yes
21279,No,Yes
41277,No,No
25468,Yes,No
147,Yes,No
21335,Yes,Yes
16327,No,No
32375,Yes,No
3174,Yes,No
40480,No,No
26508,Yes,Yes
26094,No,No
13951,Yes,No
28936,Yes,No
35962,Yes,No
46529,Yes,No
41258,Yes,No
20193,Yes,No
14288,Yes,No
46325,Yes,No
50466,Yes,No
4274,No,No
26676,Yes,No
1789,No,No
34117,Yes,No
27434,Yes,No
45198,Yes,No
45908,No,Yes
36636,Yes,No
42781,No,No
8770,Yes,No
40141,No,No
25290,Yes,No
24247,Yes,No
38544,Yes,No
42209,Yes,No
9758,Yes,No
27552,Yes,No
12767,Yes,No
13365,No,No
2936,No,No
44239,No,No
16288,Yes,No
47132,No,No
50212,Yes,No
32518,Yes,No
46268,Yes,No
15201,Yes,No
51321,Yes,No
1011,Yes,No
44556,No,No
21347,Yes,No
6547,No,No
4068,Yes,No
24132,Yes,No
32363,Yes,No
38303,No,No
